hour_bin,support,precision,recall,f1
18-23,622,0.7375,0.5959595959595959,0.659217877094972
00-05,411,0.7631578947368421,0.5087719298245614,0.6105263157894737
06-11,426,0.6744186046511628,0.5471698113207547,0.6041666666666666
12-17,638,0.6363636363636364,0.5268817204301075,0.5764705882352941
