feature,perm_importance_AP
f_2,0.42973011443872744
f_0,0.09259564847309168
f_4,0.017380487383820076
f_3,0.014091308202796604
f_6,0.0037414053354669187
f_8,0.003070735552166659
f_7,0.002574998213331181
f_5,0.0
f_1,-9.188530262438377e-07
