weekday,support,precision,recall,f1
Saturday,259,0.8181818181818182,0.6,0.6923076923076923
Sunday,298,0.8518518518518519,0.5348837209302325,0.6571428571428571
Thursday,379,0.7659574468085106,0.5714285714285714,0.6545454545454545
Monday,288,0.6785714285714286,0.5428571428571428,0.6031746031746031
Friday,311,0.8333333333333334,0.46511627906976744,0.5970149253731343
Tuesday,276,0.6216216216216216,0.5348837209302325,0.575
Wednesday,286,0.6774193548387096,0.4666666666666667,0.5526315789473685
