weekday,support,precision,recall,f1
Saturday,259,0.8076923076923077,0.7,0.75
Friday,311,0.6829268292682927,0.6511627906976745,0.6666666666666666
Thursday,379,0.7017543859649122,0.6349206349206349,0.6666666666666666
Sunday,298,0.7272727272727273,0.5581395348837209,0.631578947368421
Monday,288,0.625,0.5714285714285714,0.5970149253731343
Wednesday,286,0.6153846153846154,0.5333333333333333,0.5714285714285714
Tuesday,276,0.49019607843137253,0.5813953488372093,0.5319148936170213
